plant_SZ,seed_SZ,GS
CM23,M21,0.477731989
CM23,M22,0.576959799
CM23,M32,0.515099386
CM23,M41,0.430804633
CM23,M42,0.288540427
CM23,M43,0.465247255
CM23,M44,0.449120143
CM23,M45,0.425690994
CM23,M51,0.365563573
CM23,M53,0.366771049
CM23,M54,0.375250935
CM23,M55,0.388044832
CM23,M56,0.338289433
CM23,MG11,0.601859287
CM23,MG12,0.456114248
CM23,MG13,0.506703737
CM23,NF11,0.767730511
CM23,NM11,0.593522075
CM23,NM21,0.590257665
CM23,PAD11,0.7133384
CM23,PRP11,0.892988855
CM23,SA11,0.321833241
CM23,SA12,0.281077168
CM23,SA21,0.177324509
CM23,SA22,0.159905931
CM23,SA31,0.244689541
CM23,SA32,0.280643603
CM23,SA33,0.246462207
CM23,SA41,0.149978659
CM23,SA42,0.184352456
CM23,SA43,0.158985475
CM23,UBH11,0.68343892
CM23,UBH12,0.752180349
CM23,UBH13,0.708760687
CM23,UF11,0.488272526
CM23,UF12,0.514298251
CM23,UF13,0.466860424
CM23,UF14,0.455797137
CM23,UF15,0.44799705
CM23,UF24,0.375587094
CM23,UF25,0.347405197
CM24,AP11,0.696830309
CM24,BSA11,0.461712446
CM24,BSA12,0.450252465
CM24,CM11,0.640741555
CM24,CM12,0.775324944
CM24,CM13,0.710587556
CM24,CM21,0.832922268
CM24,CM22,0.838247329
CM24,CM23,0.854914499
CM24,CM24,0.888758758
CM24,CM31,0.908356473
CM24,CM32,0.911166872
CM24,CM33,0.895553268
CM24,CM34,0.849489467
CM24,CM35,0.78921436
CM24,CP11,0.908403217
CM24,CP12,0.847966145
CM24,DM11,0.789116655
CM24,DM12,0.871364135
CM24,DM13,0.918067297
CM24,DM21,0.931323568
CM24,DM22,0.909131947
CM24,DM23,0.729577749
CM24,DMG11,0.558345906
CM24,FF11,0.63740783
CM24,FP11,0.58896499
CM24,FP12,0.436148445
CM24,KU11,0.496978415
CM24,LBH11,0.671975899
CM24,LBH12,0.55679111
CM24,LBH13,0.733168624
CM24,LBH14,0.782752547
CM24,LBH15,0.837383923
CM24,LBH16,0.788876988
CM24,LBH21,0.515320338
CM24,LF11,0.812488492
CM24,LF12,0.826005304
CM24,LF13,0.735673557
CM24,LF14,0.708005628
CM24,LF15,0.737234303
CM24,LF21,0.656223611
CM24,LF22,0.645873079
CM24,LF23,0.557766481
CM24,M11,0.530361346
CM24,M21,0.530345545
CM24,M22,0.606595166
CM24,M32,0.557083898
CM24,M41,0.468734075
CM24,M42,0.322291399
CM24,M43,0.509775904
