BECvar_site,BECvar_seed,HTp_pred
futCM24,LBH11,0.626682675
futCM24,LBH12,0.518963872
futCM24,LBH13,0.665694837
futCM24,LBH14,0.716019776
futCM24,LBH15,0.766882954
futCM24,LBH16,0.723609587
futCM24,LBH21,0.483843397
futCM24,LF11,0.752631376
futCM24,LF12,0.783683996
futCM24,LF13,0.724871426
futCM24,LF14,0.704442015
futCM24,LF15,0.746955463
futCM24,LF21,0.660984149
futCM24,LF22,0.666780697
futCM24,LF23,0.590208831
futCM24,M11,0.61980276
futCM24,M21,0.535862284
futCM24,M22,0.606153738
futCM24,M32,0.556348517
futCM24,M41,0.477406959
futCM24,M42,0.339011038
futCM24,M43,0.545197941
futCM24,M44,0.557344881
futCM24,M45,0.558240826
futCM24,M51,0.406776229
futCM24,M53,0.432655163
futCM24,M54,0.467739489
futCM24,M55,0.504206711
futCM24,M56,0.471158006
futCM24,MG11,0.754116505
futCM24,MG12,0.636156279
futCM24,MG13,0.63684867
futCM24,NF11,0.834622226
futCM24,NM11,0.50128507
futCM24,NM21,0.497252188
futCM24,PAD11,0.609601293
futCM24,PRP11,0.847482131
futCM24,SA11,0.37343096
futCM24,SA12,0.325776128
futCM24,SA21,0.217452096
futCM24,SA22,0.196057338
futCM24,SA31,0.296111879
futCM24,SA32,0.357739125
futCM24,SA33,0.350776093
futCM24,SA41,0.191449022
futCM24,SA42,0.242896036
futCM24,SA43,0.240950659
futCM24,UBH11,0.586031668
futCM24,UBH12,0.651441925
futCM24,UBH13,0.646996946
futCM24,UF11,0.556952646
futCM24,UF12,0.582576118
futCM24,UF13,0.532921584
futCM24,UF14,0.525597723
futCM24,UF15,0.523891521
futCM24,UF24,0.433926104
futCM24,UF25,0.410647406
futCM31,AP11,0.595431245
futCM31,BSA11,0.38687024
futCM31,BSA12,0.382362941
futCM31,CM11,0.555534889
futCM31,CM12,0.674917114
futCM31,CM13,0.617251405
futCM31,CM21,0.716524007
futCM31,CM22,0.721444763
futCM31,CM23,0.742745345
futCM31,CM24,0.781101632
futCM31,CM31,0.820441924
futCM31,CM32,0.852547123
futCM31,CM33,0.821961024
futCM31,CM34,0.824335269
futCM31,CM35,0.820962912
futCM31,CP11,0.907833824
futCM31,CP12,0.89242038
futCM31,DM11,0.69696856
futCM31,DM12,0.785108858
futCM31,DM13,0.856325824
futCM31,DM21,0.885416542
futCM31,DM22,0.889890299
futCM31,DM23,0.785803514
futCM31,DMG11,0.691499225
futCM31,FF11,0.780507367
futCM31,FP11,0.680907459
futCM31,FP12,0.584356109
futCM31,KU11,0.426873771
futCM31,LBH11,0.575720413
futCM31,LBH12,0.470916086
futCM31,LBH13,0.617650326
futCM31,LBH14,0.672836383
futCM31,LBH15,0.732014475
futCM31,LBH16,0.690705429
futCM31,LBH21,0.437137521
futCM31,LF11,0.728472944
futCM31,LF12,0.784429353
futCM31,LF13,0.740849857
futCM31,LF14,0.724981975
futCM31,LF15,0.767907942
futCM31,LF21,0.683136231
futCM31,LF22,0.690508465
futCM31,LF23,0.616880267
futCM31,M11,0.654753471
futCM31,M21,0.562927445
futCM31,M22,0.62557726
futCM31,M32,0.574225199
futCM31,M41,0.491681062
futCM31,M42,0.347912981
