plant_SZ,seed_SZ,GS
CM21,LBH15,0.796360432
CM21,LBH16,0.77098296
CM21,LBH21,0.584350256
CM21,LF11,0.754633407
CM21,LF12,0.76271808
CM21,LF13,0.672227425
CM21,LF14,0.648976156
CM21,LF15,0.672784299
CM21,LF21,0.601334652
CM21,LF22,0.592378593
CM21,LF23,0.51848554
CM21,M11,0.529294442
CM21,M21,0.498771863
CM21,M22,0.578467209
CM21,M32,0.522050626
CM21,M41,0.446571476
CM21,M42,0.320637036
CM21,M43,0.483635443
CM21,M44,0.476393674
CM21,M45,0.461491247
CM21,M51,0.388148718
CM21,M53,0.392725748
CM21,M54,0.406324329
CM21,M55,0.423813165
CM21,M56,0.383338978
CM21,MG11,0.65295506
CM21,MG12,0.539168375
CM21,MG13,0.562879021
CM21,NF11,0.779261705
CM21,NM11,0.622246889
CM21,NM21,0.603924336
CM21,PAD11,0.73433614
CM21,PRP11,0.901
CM21,SA11,0.356302477
CM21,SA12,0.314944402
CM21,SA21,0.2187097
CM21,SA22,0.199573851
CM21,SA31,0.281351325
CM21,SA32,0.317792341
CM21,SA33,0.293192723
CM21,SA41,0.190003866
CM21,SA42,0.225289935
CM21,SA43,0.206615462
CM21,UBH11,0.663764655
CM21,UBH12,0.719935669
CM21,UBH13,0.674307645
CM21,UF11,0.515141567
CM21,UF12,0.53363922
CM21,UF13,0.491711677
CM21,UF14,0.47909646
CM21,UF15,0.469478647
CM21,UF24,0.402781574
CM21,UF25,0.377589667
CM22,AP11,0.762172832
CM22,BSA11,0.525187852
CM22,BSA12,0.528588358
CM22,CM11,0.723528189
CM22,CM12,0.824466556
CM22,CM13,0.768487398
CM22,CM21,0.847991001
CM22,CM22,0.845446617
CM22,CM23,0.901
CM22,CM24,0.901
CM22,CM31,0.901
CM22,CM32,0.901
CM22,CM33,0.901
CM22,CM34,0.800522308
CM22,CM35,0.746685984
CM22,CP11,0.901
CM22,CP12,0.816638179
CM22,DM11,0.838136854
CM22,DM12,0.901
CM22,DM13,0.901
CM22,DM21,0.901
CM22,DM22,0.901
CM22,DM23,0.694770909
CM22,DMG11,0.632441351
CM22,FF11,0.637422473
CM22,FP11,0.578711308
CM22,FP12,0.45120178
CM22,KU11,0.59946762
CM22,LBH11,0.724541315
CM22,LBH12,0.622385265
CM22,LBH13,0.747874352
CM22,LBH14,0.79036925
CM22,LBH15,0.811360016
CM22,LBH16,0.783060579
CM22,LBH21,0.586897896
CM22,LF11,0.775815869
CM22,LF12,0.784029161
CM22,LF13,0.699101801
CM22,LF14,0.675865903
CM22,LF15,0.699442551
CM22,LF21,0.628911481
CM22,LF22,0.619890107
CM22,LF23,0.544778125
CM22,M11,0.546552646
CM22,M21,0.523867213
CM22,M22,0.598298109
CM22,M32,0.546129933
CM22,M41,0.469604287
CM22,M42,0.342030714
CM22,M43,0.507032206
CM22,M44,0.500875857
CM22,M45,0.484133533
CM22,M51,0.409643894
CM22,M53,0.415526281
CM22,M54,0.42992175
CM22,M55,0.446994798
CM22,M56,0.405890841
CM22,MG11,0.664307189
CM22,MG12,0.546885963
CM22,MG13,0.571566741
CM22,NF11,0.788467746
CM22,NM11,0.615823286
CM22,NM21,0.603692025
CM22,PAD11,0.725729224
CM22,PRP11,0.901
CM22,SA11,0.379939934
CM22,SA12,0.336429052
CM22,SA21,0.236735116
CM22,SA22,0.216009284
CM22,SA31,0.301477873
CM22,SA32,0.338687323
CM22,SA33,0.31368544
CM22,SA41,0.205919296
CM22,SA42,0.242724744
CM22,SA43,0.2237606
CM22,UBH11,0.674329276
CM22,UBH12,0.730769657
CM22,UBH13,0.69362048
CM22,UF11,0.542932956
CM22,UF12,0.561636972
CM22,UF13,0.518575652
CM22,UF14,0.50604558
CM22,UF15,0.495492793
CM22,UF24,0.427654859
CM22,UF25,0.401666125
CM23,AP11,0.742542196
CM23,BSA11,0.514627891
CM23,BSA12,0.515550654
CM23,CM11,0.704066831
CM23,CM12,0.808071971
CM23,CM13,0.752208996
CM23,CM21,0.833612362
CM23,CM22,0.832574072
CM23,CM23,0.845357698
CM23,CM24,0.859849294
CM23,CM31,0.871542053
CM23,CM32,0.866083454
CM23,CM33,0.853915726
CM23,CM34,0.813877945
CM23,CM35,0.765592554
CM23,CP11,0.881045536
CM23,CP12,0.83723863
CM23,DM11,0.823117908
CM23,DM12,0.859910335
CM23,DM13,0.885289478
CM23,DM21,0.900778332
CM23,DM22,0.869525625
CM23,DM23,0.717741044
CM23,DMG11,0.655991726
CM23,FF11,0.669046745
CM23,FP11,0.606555028
CM23,FP12,0.477986016
CM23,KU11,0.579820198
CM23,LBH11,0.710118857
CM23,LBH12,0.608323667
CM23,LBH13,0.736901671
CM23,LBH14,0.783360452
CM23,LBH15,0.807970897
CM23,LBH16,0.781664847
CM23,LBH21,0.573033992
CM23,LF11,0.777524914
CM23,LF12,0.797772858
CM23,LF13,0.715512711
CM23,LF14,0.694724214
CM23,LF15,0.71861272
CM23,LF21,0.648884897
CM23,LF22,0.640931893
CM23,LF23,0.567979219
CM23,M11,0.576605764
CM23,M21,0.54622023
CM23,M22,0.621922178
CM23,M32,0.567755116
CM23,M41,0.489192575
CM23,M42,0.356711871
CM23,M43,0.531315458
CM23,M44,0.526278734
CM23,M45,0.511847105
CM23,M51,0.427112064
CM23,M53,0.435582675
CM23,M54,0.452428554
CM23,M55,0.473018764
CM23,M56,0.429692131
CM23,MG11,0.695222844
CM23,MG12,0.578724536
CM23,MG13,0.601456957
CM23,NF11,0.810175368
CM23,NM11,0.597922388
CM23,NM21,0.588046908
CM23,PAD11,0.704957379
CM23,PRP11,0.873491417
CM23,SA11,0.397589147
CM23,SA12,0.351434131
CM23,SA21,0.248714319
CM23,SA22,0.226603323
CM23,SA31,0.315808935
CM23,SA32,0.357626487
CM23,SA33,0.332550878
CM23,SA41,0.216263577
CM23,SA42,0.256977157
CM23,SA43,0.238211071
CM23,UBH11,0.663784522
CM23,UBH12,0.723782172
CM23,UBH13,0.698136384
CM23,UF11,0.561327587
CM23,UF12,0.581984707
CM23,UF13,0.539600744
CM23,UF14,0.525828143
CM23,UF15,0.516532738
CM23,UF24,0.446482918
CM23,UF25,0.41982095
CM24,AP11,0.689937871
CM24,BSA11,0.476460628
CM24,BSA12,0.469095208
CM24,CM11,0.646580232
CM24,CM12,0.758863755
CM24,CM13,0.700479102
CM24,CM21,0.799767596
CM24,CM22,0.80243594
CM24,CM23,0.817192965
CM24,CM24,0.84685667
CM24,CM31,0.869072879
CM24,CM32,0.883530874
CM24,CM33,0.863602354
CM24,CM34,0.844031929
CM24,CM35,0.8133013
CM24,CP11,0.900772099
CM24,CP12,0.86185124
CM24,DM11,0.7741446
CM24,DM12,0.838966977
CM24,DM13,0.888509171
CM24,DM21,0.906063522
CM24,DM22,0.896585196
CM24,DM23,0.764722834
CM24,DMG11,0.654348699
CM24,FF11,0.708768416
CM24,FP11,0.647200815
CM24,FP12,0.529860958
CM24,KU11,0.520853821
CM24,LBH11,0.661618088
CM24,LBH12,0.560822778
CM24,LBH13,0.707288366
CM24,LBH14,0.752114383
CM24,LBH15,0.799996755
CM24,LBH16,0.758569573
CM24,LBH21,0.525443268
CM24,LF11,0.787166265
CM24,LF12,0.814511565
CM24,LF13,0.759867682
CM24,LF14,0.740555843
CM24,LF15,0.767500136
CM24,LF21,0.696050306
CM24,LF22,0.690307091
CM24,LF23,0.612648895
CM24,M11,0.600982571
CM24,M21,0.585677194
CM24,M22,0.641454199
CM24,M32,0.597391614
CM24,M41,0.516977339
CM24,M42,0.383998671
CM24,M43,0.564506697
CM24,M44,0.567513246
CM24,M45,0.552072005
CM24,M51,0.451104748
CM24,M53,0.465353318
CM24,M54,0.488359286
CM24,M55,0.510614122
CM24,M56,0.472394091
CM24,MG11,0.721689124
CM24,MG12,0.601249906
CM24,MG13,0.613927605
CM24,NF11,0.820311318
CM24,NM11,0.539829914
CM24,NM21,0.53580018
CM24,PAD11,0.647113861
CM24,PRP11,0.869901857
CM24,SA11,0.431625834
CM24,SA12,0.378520981
CM24,SA21,0.273273441
CM24,SA22,0.246684003
CM24,SA31,0.341526005
CM24,SA32,0.386492566
CM24,SA33,0.368524594
CM24,SA41,0.236533129
CM24,SA42,0.27976658
CM24,SA43,0.267928049
CM24,UBH11,0.633813006
CM24,UBH12,0.693463111
CM24,UBH13,0.691015901
CM24,UF11,0.608982991
CM24,UF12,0.627692489
CM24,UF13,0.583543731
CM24,UF14,0.568820381
CM24,UF15,0.556172078
CM24,UF24,0.480914467
CM24,UF25,0.453475676
CM31,AP11,0.630659254
CM31,BSA11,0.430123538
CM31,BSA12,0.419647318
CM31,CM11,0.588041547
CM31,CM12,0.702698671
CM31,CM13,0.643577866
CM31,CM21,0.748482938
CM31,CM22,0.753096235
CM31,CM23,0.772612184
CM31,CM24,0.81064092
CM31,CM31,0.846743009
CM31,CM32,0.874454343
CM31,CM33,0.847034689
CM31,CM34,0.850058728
CM31,CM35,0.839997562
CM31,CP11,0.913374267
CM31,CP12,0.889300941
CM31,DM11,0.72023185
CM31,DM12,0.811031289
CM31,DM13,0.877276184
CM31,DM21,0.900855375
CM31,DM22,0.903879431
CM31,DM23,0.800210969
CM31,DMG11,0.692117803
CM31,FF11,0.76382539
CM31,FP11,0.691546689
CM31,FP12,0.580155971
CM31,KU11,0.464536014
CM31,LBH11,0.606416332
CM31,LBH12,0.507662995
CM31,LBH13,0.658509543
CM31,LBH14,0.707861805
CM31,LBH15,0.768050613
CM31,LBH16,0.723233515
CM31,LBH21,0.473082923
CM31,LF11,0.765673058
CM31,LF12,0.814611665
CM31,LF13,0.776921802
CM31,LF14,0.762486528
CM31,LF15,0.794239808
CM31,LF21,0.722169941
CM31,LF22,0.721075166
CM31,LF23,0.647599047
CM31,M11,0.647800614
CM31,M21,0.615056606
CM31,M22,0.666803065
CM31,M32,0.620866634
CM31,M41,0.538682022
CM31,M42,0.399812908
CM31,M43,0.59792014
CM31,M44,0.606634537
CM31,M45,0.596706103
CM31,M51,0.468122042
CM31,M53,0.490114662
CM31,M54,0.520258422
CM31,M55,0.549943384
CM31,M56,0.512105562
CM31,MG11,0.776547021
CM31,MG12,0.662430047
CM31,MG13,0.662559963
CM31,NF11,0.849555831
CM31,NM11,0.48439929
CM31,NM21,0.480959914
CM31,PAD11,0.587638497
CM31,PRP11,0.859159117
CM31,SA11,0.45190256
CM31,SA12,0.39349005
CM31,SA21,0.28581311
CM31,SA22,0.256476515
CM31,SA31,0.357048178
CM31,SA32,0.411251844
CM31,SA33,0.398341276
CM31,SA41,0.247213805
CM31,SA42,0.297090116
CM31,SA43,0.290675467
CM31,UBH11,0.585814744
CM31,UBH12,0.648736707
CM31,UBH13,0.666592089
CM31,UF11,0.632353148
CM31,UF12,0.653366131
CM31,UF13,0.610615087
CM31,UF14,0.594643393
CM31,UF15,0.584327999
CM31,UF24,0.5031497
CM31,UF25,0.475514267
CM32,AP11,0.537380555
CM32,BSA11,0.365702915
CM32,BSA12,0.348769253
CM32,CM11,0.494184909
CM32,CM12,0.609435056
CM32,CM13,0.552847636
CM32,CM21,0.665986097
CM32,CM22,0.674500598
CM32,CM23,0.696315885
CM32,CM24,0.74753216
CM32,CM31,0.793180406
CM32,CM32,0.848804364
CM32,CM33,0.815152697
CM32,CM34,0.849613116
CM32,CM35,0.901
CM32,CP11,0.901
CM32,CP12,0.901
CM32,DM11,0.627419936
CM32,DM12,0.744014034
CM32,DM13,0.836656191
CM32,DM21,0.901
CM32,DM22,0.901
CM32,DM23,0.823492097
CM32,DMG11,0.644384946
CM32,FF11,0.779501768
CM32,FP11,0.712117392
CM32,FP12,0.632207009
CM32,KU11,0.378073982
CM32,LBH11,0.520957238
CM32,LBH12,0.429437806
CM32,LBH13,0.586334374
CM32,LBH14,0.632786964
CM32,LBH15,0.713104598
CM32,LBH16,0.658709193
CM32,LBH21,0.397373547
CM32,LF11,0.735104795
CM32,LF12,0.799576071
CM32,LF13,0.803419341
CM32,LF14,0.794128452
CM32,LF15,0.82271339
CM32,LF21,0.754917556
CM32,LF22,0.754490597
CM32,LF23,0.677410012
CM32,M11,0.643263799
CM32,M21,0.646557621
CM32,M22,0.659329948
CM32,M32,0.63124618
