BECvar_site,BECvar_seed,HTp_pred
futCM23,UF14,0.524991604
futCM23,UF15,0.532276944
futCM23,UF24,0.447462322
futCM23,UF25,0.425436526
futCM24,AP11,0.739048924
futCM24,BSA11,0.524258623
futCM24,BSA12,0.520026419
futCM24,CM11,0.693546128
futCM24,CM12,0.809751278
futCM24,CM13,0.758336075
futCM24,CM21,0.854268411
futCM24,CM22,0.858857818
futCM24,CM23,0.873262291
futCM24,CM24,0.901661681
futCM24,CM31,0.921574297
futCM24,CM32,0.924973996
futCM24,CM33,0.907887468
futCM24,CM34,0.869842378
futCM24,CM35,0.831545863
futCM24,CP11,0.942162818
futCM24,CP12,0.905170914
futCM24,DM11,0.823987839
futCM24,DM12,0.88712748
futCM24,DM13,0.928345751
futCM24,DM21,0.94930705
futCM24,DM22,0.931328189
futCM24,DM23,0.791506264
futCM24,DMG11,0.661880699
futCM24,FF11,0.746856204
futCM24,FP11,0.681615785
futCM24,FP12,0.559541118
futCM24,KU11,0.562249336
futCM24,LBH11,0.722639336
futCM24,LBH12,0.617628623
futCM24,LBH13,0.765394739
futCM24,LBH14,0.810462588
futCM24,LBH15,0.855790754
futCM24,LBH16,0.816333948
futCM24,LBH21,0.581374778
futCM24,LF11,0.833813729
futCM24,LF12,0.845811725
futCM24,LF13,0.767579298
futCM24,LF14,0.743694646
futCM24,LF15,0.783070934
futCM24,LF21,0.702764446
futCM24,LF22,0.706027782
futCM24,LF23,0.633280766
futCM24,M11,0.650985567
futCM24,M21,0.58034774
futCM24,M22,0.662867258
futCM24,M32,0.614470003
futCM24,M41,0.538159774
futCM24,M42,0.391812372
futCM24,M43,0.595842392
futCM24,M44,0.5975785
futCM24,M45,0.590113037
futCM24,M51,0.466638156
futCM24,M53,0.486344061
futCM24,M54,0.512873431
futCM24,M55,0.539901328
futCM24,M56,0.501711961
futCM24,MG11,0.74911362
futCM24,MG12,0.615793672
futCM24,MG13,0.645661797
futCM24,NF11,0.855722917
futCM24,NM11,0.588048461
futCM24,NM21,0.592477327
futCM24,PAD11,0.691127809
futCM24,PRP11,0.907893829
futCM24,SA11,0.417608553
futCM24,SA12,0.374615229
futCM24,SA21,0.252008815
futCM24,SA22,0.231771599
futCM24,SA31,0.342391161
futCM24,SA32,0.402179784
futCM24,SA33,0.383926782
futCM24,SA41,0.226180372
futCM24,SA42,0.279955514
futCM24,SA43,0.267142691
futCM24,UBH11,0.688433819
futCM24,UBH12,0.750870329
futCM24,UBH13,0.739247384
futCM24,UF11,0.595873063
futCM24,UF12,0.624699803
futCM24,UF13,0.574276191
futCM24,UF14,0.571947505
futCM24,UF15,0.573347214
futCM24,UF24,0.483940671
futCM24,UF25,0.460211213
futCM31,AP11,0.682352385
futCM31,BSA11,0.479836357
futCM31,BSA12,0.472591004
futCM31,CM11,0.638914449
futCM31,CM12,0.758437883
futCM31,CM13,0.706737172
futCM31,CM21,0.805528616
futCM31,CM22,0.812383552
futCM31,CM23,0.832692755
futCM31,CM24,0.868418689
futCM31,CM31,0.901589187
futCM31,CM32,0.921120921
futCM31,CM33,0.898759056
futCM31,CM34,0.884289406
futCM31,CM35,0.862838736
futCM31,CP11,0.95606066
futCM31,CP12,0.932449906
futCM31,DM11,0.776793221
futCM31,DM12,0.867477031
futCM31,DM13,0.925150755
futCM31,DM21,0.946465129
futCM31,DM22,0.942993339
futCM31,DM23,0.829461206
futCM31,DMG11,0.694907621
futCM31,FF11,0.800998916
futCM31,FP11,0.72637243
futCM31,FP12,0.60745279
futCM31,KU11,0.508035552
futCM31,LBH11,0.671729247
futCM31,LBH12,0.567071041
futCM31,LBH13,0.718529249
futCM31,LBH14,0.7705724
futCM31,LBH15,0.826511934
futCM31,LBH16,0.788404747
futCM31,LBH21,0.531465955
futCM31,LF11,0.816529382
futCM31,LF12,0.856551948
futCM31,LF13,0.793699349
futCM31,LF14,0.774336854
futCM31,LF15,0.814491761
futCM31,LF21,0.734836391
futCM31,LF22,0.739731091
futCM31,LF23,0.669673131
futCM31,M11,0.695811471
futCM31,M21,0.616802541
futCM31,M22,0.692160289
futCM31,M32,0.641645848
futCM31,M41,0.560740256
futCM31,M42,0.406789297
futCM31,M43,0.629265947
futCM31,M44,0.636163556
futCM31,M45,0.633028662
futCM31,M51,0.483577026
futCM31,M53,0.510289079
futCM31,M54,0.54345047
futCM31,M55,0.577496898
futCM31,M56,0.538837999
futCM31,MG11,0.801702458
futCM31,MG12,0.673247316
futCM31,MG13,0.691002599
futCM31,NF11,0.883425701
futCM31,NM11,0.535886806
futCM31,NM21,0.54025546
futCM31,PAD11,0.635125786
